2023-11-14 00:29:05.280 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T00:29:05.280011400
2023-11-14 21:48:40.519 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:48:40.519 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:48:40.520 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:48:40.526 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:48:40.526956600
2023-11-14 21:48:40.527 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:48:40.527 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:48:40.527 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000}]}
2023-11-14 21:48:52.128 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:48:52.128816
2023-11-14 21:48:52.129 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:48:52.129 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:48:52.129811200
2023-11-14 21:48:52.130 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:48:52.130 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:48:52.131 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"],"testdetail":["id detailid","testdetaildocno","testdetail001","testdetail002","testdetail003"]},"basicInfo":"N","primaryTable":"test","where":" testdocno = 'undefined'"}]
2023-11-14 21:48:52.132 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:48:52.132 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:48:52.132 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:48:52.139 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:48:52.139822200
2023-11-14 21:48:52.141 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:48:52.142 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[]}
2023-11-14 21:50:04.921 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:50:04.921692900
2023-11-14 21:50:04.922 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:50:04.922 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:50:04.923 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:50:04.923 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:50:04.924 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":"1 = 1 and test001 = '2023-11-14'","orderby":["test001","testdocno"]}]
2023-11-14 21:50:04.924 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:50:04.924 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:50:04.924 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:50:04.928 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:50:04.928551400
2023-11-14 21:50:04.929 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:50:04.929 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000}]}
2023-11-14 21:54:47.647 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:54:47.647413600
2023-11-14 21:54:47.648 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:54:47.648 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:54:47.648 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:54:47.649 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:54:47.649 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":"1 = 1 and test001 = '2023-11-14'","orderby":["test001","testdocno"]}]
2023-11-14 21:54:47.649 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:54:47.650 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:54:47.650 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:54:47.655 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:54:47.655391900
2023-11-14 21:54:47.656 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:54:47.656 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000}]}
2023-11-14 21:54:54.545 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:54:54.545371
2023-11-14 21:54:54.545 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:54:54.545 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:54:54.546 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:54:54.546 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:54:54.547 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":" testdocno = 'test001'","orderby":["test001","testdocno"]}]
2023-11-14 21:54:54.547 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:54:54.547 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:54:54.548 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:54:54.554 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:54:54.554346500
2023-11-14 21:54:54.554 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:54:54.554 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":1,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699895514000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699895514000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000},{"id":2,"testdocno":"test001","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896222000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896222000}]}
2023-11-14 21:54:54.857 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:54:54.857231
2023-11-14 21:54:54.858 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:54:54.858 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:54:54.858 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:54:54.859 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:54:54.859 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"],"testdetail":["id detailid","testdetaildocno","testdetail001","testdetail002","testdetail003"]},"basicInfo":"N","primaryTable":"test","where":" testdocno = 'test001'"}]
2023-11-14 21:54:54.859 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:54:54.860 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:54:54.860 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:54:54.865 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:54:54.865207800
2023-11-14 21:54:54.866 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:54:54.866 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":1,"testdocno":"test001","test001":1699891200000,"detailid":1,"testdetaildocno":"test001","testdetail001":"qwrqfqwr","testdetail002":"选项1","testdetail003":null},{"id":1,"testdocno":"test001","test001":1699891200000,"detailid":2,"testdetaildocno":"test001","testdetail001":"fqwrqwtr","testdetail002":"选项2","testdetail003":null},{"id":1,"testdocno":"test001","test001":1699891200000,"detailid":3,"testdetaildocno":"test001","testdetail001":"qw2agfeqt","testdetail002":"选项3","testdetail003":null},{"id":2,"testdocno":"test001","test001":1699891200000,"detailid":1,"testdetaildocno":"test001","testdetail001":"qwrqfqwr","testdetail002":"选项1","testdetail003":null},{"id":2,"testdocno":"test001","test001":1699891200000,"detailid":2,"testdetaildocno":"test001","testdetail001":"fqwrqwtr","testdetail002":"选项2","testdetail003":null},{"id":2,"testdocno":"test001","test001":1699891200000,"detailid":3,"testdetaildocno":"test001","testdetail001":"qw2agfeqt","testdetail002":"选项3","testdetail003":null}]}
2023-11-14 21:55:43.389 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:55:43.389133100
2023-11-14 21:55:43.391 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:55:43.392 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:55:43.393 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:55:43.394 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:55:43.394 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:55:43.395 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:55:43.397 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:55:43.398 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":" testdocno = 'test002'","orderby":["test001","testdocno"]}]
2023-11-14 21:55:43.399 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:55:43.401 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:55:43.402 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:55:43.407 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:55:43.407556500
2023-11-14 21:55:43.409 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:55:43.410 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":4,"testdetaildocno":"test002","testdetail001":"weyegeqt","testdetail002":"选项1","testdetail003":1699891200000},{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":5,"testdetaildocno":"test002","testdetail001":"qfwqtvew","testdetail002":"选项2","testdetail003":1699977600000},{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":6,"testdetaildocno":"test002","testdetail001":"qgwetvwe","testdetail002":"选项3","testdetail003":1698854400000}]}
2023-11-14 21:55:43.445 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:55:43.445980500
2023-11-14 21:55:43.447 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:55:43.448 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000}]}
2023-11-14 21:56:22.330 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:56:22.330581
2023-11-14 21:56:22.331 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:56:22.332 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:56:22.332 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:56:22.333 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:56:22.333 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":" testdocno = 'test002'","orderby":["test001","testdocno"]}]
2023-11-14 21:56:22.334 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:56:22.335 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:56:22.335 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:56:22.336 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:56:22.337 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:56:22.338 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test","testdetail"],"field":{"test":["id","testdocno","test001"],"testdetail":["id detailid","testdetaildocno","testdetail001","testdetail002","testdetail003"]},"basicInfo":"N","primaryTable":"test","where":" testdocno = 'test002'"}]
2023-11-14 21:56:22.339 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:56:22.341 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:56:22.341 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:56:22.347 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:56:22.347425
2023-11-14 21:56:22.348 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:56:22.349 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000}]}
2023-11-14 21:56:22.350 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:56:22.350424400
2023-11-14 21:56:22.351 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:87 - 请求耗时 : 0秒
2023-11-14 21:56:22.352 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":4,"testdetaildocno":"test002","testdetail001":"weyegeqt","testdetail002":"选项1","testdetail003":1699891200000},{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":5,"testdetaildocno":"test002","testdetail001":"qfwqtvew","testdetail002":"选项2","testdetail003":1699977600000},{"id":3,"testdocno":"test002","test001":1699891200000,"detailid":6,"testdetaildocno":"test002","testdetail001":"qgwetvwe","testdetail002":"选项3","testdetail003":1698854400000}]}
2023-11-14 21:56:44.232 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:56:44.232136800
2023-11-14 21:56:44.233 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:56:44.234 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:56:44.234 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:56:44.235 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:56:44.244 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:56:44.244247300
2023-11-14 21:56:44.245 [XNIO-1 task-2] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:89 - 请求返回 : {"code":200,"inform":null,"msg":"数据查询成功","payload":[{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000},{"id":3,"testdocno":"test002","test001":1699891200000,"ownerid":10,"ownerusername":"admin","ownername":"管理员","createtime":1699896728000,"updateid":10,"updateusername":"admin","updatename":"管理员","updatetime":1699896728000}]}
2023-11-14 21:58:30.238 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:57 - 请求开始时间：2023-11-14T21:58:30.238144700
2023-11-14 21:58:30.239 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:58 - 请求Url : http://localhost:8080/sql/selData
2023-11-14 21:58:30.240 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:59 - 请求方式 : POST
2023-11-14 21:58:30.240 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:60 - 请求ip : 127.0.0.1
2023-11-14 21:58:30.240 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:61 - 请求内容类型 : application/json;charset=UTF-8
2023-11-14 21:58:30.240 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:62 - 请求参数 : [{"table":["test"],"field":{"test":["id","testdocno","test001"]},"basicInfo":"Y","primaryTable":"test","where":"1 = 1 and test001 = '2023-11-14'","orderby":["test001","testdocno"]}]
2023-11-14 21:58:30.241 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:64 - 浏览器 : CHROME8
2023-11-14 21:58:30.241 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:65 - 浏览器版本 : 85.0.4183.83
2023-11-14 21:58:30.241 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doBefore:66 - 操作系统: WINDOWS_10
2023-11-14 21:58:30.245 [XNIO-1 task-3] INFO  lab.base.util.aspect.LogAspect.doAfterReturning:86 - 请求结束时间 : 2023-11-14T21:58:30.245124500
